WeekEpid;Year;Year_Week;Departements;Districts_Sanitaires;cas_suspect;Deces;cas_confirme;
8;2024;2024_S8;NIARI;Mossendjo;0;0;0;
8;2024;2024_S8;BRAZZAVILLE;Moungali;0;0;0;
8;2024;2024_S8;BOUENZA;Mouyondzi;0;0;0;
8;2024;2024_S8;POINTE NOIRE;Mvou-Mvou;0;0;0;
8;2024;2024_S8;KOUILOU;Mvouti-Kakamoéka;0;0;0;
8;2024;2024_S8;PLATEAUX;Ngo-Mpouya;0;0;0;
8;2024;2024_S8;POINTE NOIRE;Ngoyo;0;0;0;
8;2024;2024_S8;BOUENZA;Nkayi;0;0;0;
8;2024;2024_S8;SANGHA;Ouesso;0;0;0;
8;2024;2024_S8;CUVETTE;Owando;0;0;0;
8;2024;2024_S8;CUVETTE;Oyo-Alima;0;0;0;
8;2024;2024_S8;BRAZZAVILLE;Poto-Poto;0;0;0;
8;2024;2024_S8;SANGHA;Sembé-Souanké;0;0;0;
8;2024;2024_S8;LEKOUMOU;Sibiti;0;0;0;
8;2024;2024_S8;BRAZZAVILLE;Talangai;0;0;0;
8;2024;2024_S8;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
8;2024;2024_S8;POINTE NOIRE;Tié-Tié;0;0;0;
8;2024;2024_S8;LEKOUMOU;Zanaga;0;0;0;
8;2024;2024_S8;LIKOUALA;Impfondo;3;0;2;
8;2024;2024_S8;BRAZZAVILLE;Ouenze;0;0;0;
9;2024;2024_S9;PLATEAUX;Abala-Allémbé;0;0;0;
9;2024;2024_S9;BRAZZAVILLE;Bacongo;0;0;0;
9;2024;2024_S9;POOL;Boko-Louingui-Loumo;0;0;0;
9;2024;2024_S9;PLATEAUX;Djambala-Lékana-Mbon;0;0;0;
9;2024;2024_S9;BRAZZAVILLE;Djiri;0;0;0;
9;2024;2024_S9;NIARI;Dolisie;0;0;0;
9;2024;2024_S9;LIKOUALA;Enyellé-Bétou;0;0;0;
9;2024;2024_S9;CUVETTE OUEST;Etoumbi;1;0;0;
9;2024;2024_S9;CUVETTE OUEST;Ewo;0;0;0;
9;2024;2024_S9;PLATEAUX;Gamboma;0;0;0;
9;2024;2024_S9;POOL;Goma Tsé-Tsé;0;0;0;
9;2024;2024_S9;KOUILOU;Hinda-Loango;0;0;0;
9;2024;2024_S9;POOL;Ignié-Ngabé-Mayama;0;0;0;
9;2024;2024_S9;BRAZZAVILLE;Ile Mbamou;0;0;0;
9;2024;2024_S9;LIKOUALA;Impfondo;0;0;0;
9;2024;2024_S9;NIARI;Kibangou;0;0;0;
9;2024;2024_S9;NIARI;Kimongo;0;0;0;
9;2024;2024_S9;POOL;Kindamba;0;0;0;
9;2024;2024_S9;POOL;Kinkala;0;0;0;
9;2024;2024_S9;POOL;Kintélé;0;0;0;
9;2024;2024_S9;POINTE NOIRE;Loandjili;1;0;0;
9;2024;2024_S9;BOUENZA;Loudima;0;0;0;
9;2024;2024_S9;BOUENZA;Loutété;0;0;0;
9;2024;2024_S9;POINTE NOIRE;Lumumba;0;0;0;
9;2024;2024_S9;BRAZZAVILLE;Madibou;0;0;0;
9;2024;2024_S9;KOUILOU;Madingo kayes - Nzambi;0;0;0;
9;2024;2024_S9;BOUENZA;Madingou;0;0;0;
9;2024;2024_S9;BRAZZAVILLE;Makelekele;0;0;0;
9;2024;2024_S9;NIARI;Mayoko;0;0;0;
9;2024;2024_S9;BRAZZAVILLE;Mfilou;0;0;0;
9;2024;2024_S9;POOL;Mindouli;0;0;0;
9;2024;2024_S9;POINTE NOIRE;Mongo Poukou;0;0;0;
9;2024;2024_S9;CUVETTE;Mossaka-Loukoléla;0;0;0;
9;2024;2024_S9;NIARI;Mossendjo;0;0;0;
9;2024;2024_S9;BRAZZAVILLE;Moungali;0;0;0;
9;2024;2024_S9;BOUENZA;Mouyondzi;0;0;0;
9;2024;2024_S9;POINTE NOIRE;Mvou-Mvou;0;0;0;
9;2024;2024_S9;KOUILOU;Mvouti-Kakamoéka;0;0;0;
9;2024;2024_S9;PLATEAUX;Ngo-Mpouya;0;0;0;
9;2024;2024_S9;POINTE NOIRE;Ngoyo;0;0;0;
9;2024;2024_S9;BOUENZA;Nkayi;0;0;0;
9;2024;2024_S9;SANGHA;Ouesso;0;0;0;
9;2024;2024_S9;CUVETTE;Owando;0;0;0;
9;2024;2024_S9;CUVETTE;Oyo-Alima;0;0;0;
9;2024;2024_S9;BRAZZAVILLE;Poto-Poto;0;0;0;
9;2024;2024_S9;SANGHA;Sembé-Souanké;0;0;0;
9;2024;2024_S9;LEKOUMOU;Sibiti;0;0;0;
9;2024;2024_S9;BRAZZAVILLE;Talangai;0;0;0;
9;2024;2024_S9;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
9;2024;2024_S9;POINTE NOIRE;Tié-Tié;0;0;0;
9;2024;2024_S9;LEKOUMOU;Zanaga;0;0;0;
9;2024;2024_S9;BRAZZAVILLE;Ouenze;0;0;0;
10;2024;2024_S10;PLATEAUX;Abala-Allémbé;0;0;0;
10;2024;2024_S10;BRAZZAVILLE;Bacongo;0;0;0;
10;2024;2024_S10;POOL;Boko-Louingui-Loumo;0;0;0;
10;2024;2024_S10;PLATEAUX;Djambala-Lékana-Mbon;0;0;0;
10;2024;2024_S10;BRAZZAVILLE;Djiri;0;0;0;
10;2024;2024_S10;NIARI;Dolisie;0;0;0;
10;2024;2024_S10;LIKOUALA;Enyellé-Bétou;0;0;0;
10;2024;2024_S10;CUVETTE OUEST;Etoumbi;1;0;0;
10;2024;2024_S10;CUVETTE OUEST;Ewo;0;0;0;
10;2024;2024_S10;PLATEAUX;Gamboma;0;0;0;
10;2024;2024_S10;POOL;Goma Tsé-Tsé;0;0;0;
10;2024;2024_S10;KOUILOU;Hinda-Loango;0;0;0;
10;2024;2024_S10;POOL;Ignié-Ngabé-Mayama;0;0;0;
10;2024;2024_S10;BRAZZAVILLE;Ile Mbamou;0;0;0;
10;2024;2024_S10;LIKOUALA;Impfondo;0;0;0;
10;2024;2024_S10;NIARI;Kibangou;0;0;0;
10;2024;2024_S10;NIARI;Kimongo;0;0;0;
10;2024;2024_S10;POOL;Kindamba;0;0;0;
10;2024;2024_S10;POOL;Kinkala;0;0;0;
10;2024;2024_S10;POOL;Kintélé;0;0;0;
10;2024;2024_S10;POINTE NOIRE;Loandjili;0;0;0;
10;2024;2024_S10;BOUENZA;Loudima;0;0;0;
10;2024;2024_S10;BOUENZA;Loutété;0;0;0;
10;2024;2024_S10;POINTE NOIRE;Lumumba;0;0;0;
10;2024;2024_S10;BRAZZAVILLE;Madibou;0;0;0;
10;2024;2024_S10;KOUILOU;Madingo kayes - Nzambi;0;0;0;
10;2024;2024_S10;BOUENZA;Madingou;0;0;0;
10;2024;2024_S10;BRAZZAVILLE;Makelekele;0;0;0;
10;2024;2024_S10;NIARI;Mayoko;0;0;0;
10;2024;2024_S10;BRAZZAVILLE;Mfilou;0;0;0;
10;2024;2024_S10;POOL;Mindouli;0;0;0;
10;2024;2024_S10;POINTE NOIRE;Mongo Poukou;0;0;0;
10;2024;2024_S10;NIARI;Mossendjo;0;0;0;
10;2024;2024_S10;BRAZZAVILLE;Moungali;1;0;0;
10;2024;2024_S10;BOUENZA;Mouyondzi;0;0;0;
10;2024;2024_S10;POINTE NOIRE;Mvou-Mvou;0;0;0;
10;2024;2024_S10;KOUILOU;Mvouti-Kakamoéka;0;0;0;
10;2024;2024_S10;PLATEAUX;Ngo-Mpouya;0;0;0;
10;2024;2024_S10;BOUENZA;Nkayi;0;0;0;
10;2024;2024_S10;SANGHA;Ouesso;0;0;0;
10;2024;2024_S10;CUVETTE;Owando;0;0;0;
10;2024;2024_S10;BRAZZAVILLE;Poto-Poto;0;0;0;
10;2024;2024_S10;SANGHA;Sembé-Souanké;0;0;0;
10;2024;2024_S10;LEKOUMOU;Sibiti;0;0;0;
10;2024;2024_S10;BRAZZAVILLE;Talangai;0;0;0;
10;2024;2024_S10;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
10;2024;2024_S10;POINTE NOIRE;Tié-Tié;0;0;0;
10;2024;2024_S10;LEKOUMOU;Zanaga;0;0;0;
10;2024;2024_S10;CUVETTE;Mossaka-Loukoléla;5;0;5;
10;2024;2024_S10;CUVETTE;Oyo-Alima;6;0;2;
10;2024;2024_S10;POINTE NOIRE;Ngoyo;1;0;1;
10;2024;2024_S10;BRAZZAVILLE;Ouenze;0;0;0;
11;2024;2024_S11;PLATEAUX;Abala-Allémbé;0;0;0;
11;2024;2024_S11;BRAZZAVILLE;Bacongo;0;0;0;
11;2024;2024_S11;POOL;Boko-Louingui-Loumo;0;0;0;
11;2024;2024_S11;PLATEAUX;Djambala-Lékana-Mbon;0;0;0;
11;2024;2024_S11;BRAZZAVILLE;Djiri;0;0;0;
11;2024;2024_S11;NIARI;Dolisie;0;0;0;
11;2024;2024_S11;LIKOUALA;Enyellé-Bétou;0;0;0;
11;2024;2024_S11;CUVETTE OUEST;Etoumbi;0;0;0;
11;2024;2024_S11;CUVETTE OUEST;Ewo;0;0;0;
11;2024;2024_S11;PLATEAUX;Gamboma;0;0;0;
11;2024;2024_S11;POOL;Goma Tsé-Tsé;0;0;0;
11;2024;2024_S11;KOUILOU;Hinda-Loango;0;0;0;
11;2024;2024_S11;POOL;Ignié-Ngabé-Mayama;0;0;0;
11;2024;2024_S11;BRAZZAVILLE;Ile Mbamou;0;0;0;
11;2024;2024_S11;LIKOUALA;Impfondo;0;0;0;
11;2024;2024_S11;NIARI;Kibangou;0;0;0;
11;2024;2024_S11;NIARI;Kimongo;0;0;0;
11;2024;2024_S11;POOL;Kindamba;0;0;0;
11;2024;2024_S11;POOL;Kinkala;0;0;0;
11;2024;2024_S11;POOL;Kintélé;0;0;0;
11;2024;2024_S11;POINTE NOIRE;Loandjili;0;0;0;
11;2024;2024_S11;BOUENZA;Loudima;0;0;0;
11;2024;2024_S11;BOUENZA;Loutété;0;0;0;
11;2024;2024_S11;POINTE NOIRE;Lumumba;1;0;0;
11;2024;2024_S11;BRAZZAVILLE;Madibou;0;0;0;
11;2024;2024_S11;KOUILOU;Madingo kayes - Nzambi;0;0;0;
11;2024;2024_S11;BOUENZA;Madingou;0;0;0;
11;2024;2024_S11;BRAZZAVILLE;Makelekele;0;0;0;
11;2024;2024_S11;NIARI;Mayoko;0;0;0;
11;2024;2024_S11;BRAZZAVILLE;Mfilou;0;0;0;
11;2024;2024_S11;POOL;Mindouli;0;0;0;
11;2024;2024_S11;POINTE NOIRE;Mongo Poukou;0;0;0;
11;2024;2024_S11;CUVETTE;Mossaka-Loukoléla;1;0;0;
11;2024;2024_S11;NIARI;Mossendjo;0;0;0;
11;2024;2024_S11;BRAZZAVILLE;Moungali;0;0;0;
11;2024;2024_S11;BOUENZA;Mouyondzi;0;0;0;
11;2024;2024_S11;POINTE NOIRE;Mvou-Mvou;1;0;0;
11;2024;2024_S11;KOUILOU;Mvouti-Kakamoéka;0;0;0;
11;2024;2024_S11;PLATEAUX;Ngo-Mpouya;0;0;0;
11;2024;2024_S11;POINTE NOIRE;Ngoyo;1;0;0;
11;2024;2024_S11;BOUENZA;Nkayi;0;0;0;
11;2024;2024_S11;SANGHA;Ouesso;0;0;0;
11;2024;2024_S11;CUVETTE;Owando;1;0;0;
11;2024;2024_S11;CUVETTE;Oyo-Alima;4;0;0;
11;2024;2024_S11;BRAZZAVILLE;Poto-Poto;0;0;0;
11;2024;2024_S11;SANGHA;Sembé-Souanké;0;0;0;
11;2024;2024_S11;LEKOUMOU;Sibiti;0;0;0;
11;2024;2024_S11;BRAZZAVILLE;Talangai;0;0;0;
11;2024;2024_S11;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
11;2024;2024_S11;POINTE NOIRE;Tié-Tié;1;0;0;
11;2024;2024_S11;LEKOUMOU;Zanaga;0;0;0;
11;2024;2024_S11;BRAZZAVILLE;Ouenze;0;0;0;
12;2024;2024_S12;PLATEAUX;Abala-Allémbé;0;0;0;
12;2024;2024_S12;BRAZZAVILLE;Bacongo;0;0;0;
12;2024;2024_S12;POOL;Boko-Louingui-Loumo;0;0;0;
12;2024;2024_S12;PLATEAUX;Djambala-Lékana-Mbon;0;0;0;
12;2024;2024_S12;NIARI;Dolisie;0;0;0;
12;2024;2024_S12;LIKOUALA;Enyellé-Bétou;0;0;0;
12;2024;2024_S12;CUVETTE OUEST;Etoumbi;0;0;0;
12;2024;2024_S12;CUVETTE OUEST;Ewo;0;0;0;
12;2024;2024_S12;PLATEAUX;Gamboma;0;0;0;
12;2024;2024_S12;POOL;Goma Tsé-Tsé;0;0;0;
12;2024;2024_S12;KOUILOU;Hinda-Loango;0;0;0;
12;2024;2024_S12;POOL;Ignié-Ngabé-Mayama;0;0;0;
12;2024;2024_S12;BRAZZAVILLE;Ile Mbamou;0;0;0;
12;2024;2024_S12;LIKOUALA;Impfondo;0;0;0;
12;2024;2024_S12;NIARI;Kibangou;0;0;0;
12;2024;2024_S12;NIARI;Kimongo;0;0;0;
12;2024;2024_S12;POOL;Kindamba;0;0;0;
12;2024;2024_S12;POOL;Kinkala;0;0;0;
12;2024;2024_S12;POOL;Kintélé;0;0;0;
12;2024;2024_S12;POINTE NOIRE;Loandjili;0;0;0;
12;2024;2024_S12;BOUENZA;Loudima;0;0;0;
12;2024;2024_S12;BOUENZA;Loutété;0;0;0;
12;2024;2024_S12;POINTE NOIRE;Lumumba;0;0;0;
12;2024;2024_S12;BRAZZAVILLE;Madibou;0;0;0;
12;2024;2024_S12;KOUILOU;Madingo kayes - Nzambi;0;0;0;
12;2024;2024_S12;BOUENZA;Madingou;0;0;0;
12;2024;2024_S12;BRAZZAVILLE;Makelekele;0;0;0;
12;2024;2024_S12;NIARI;Mayoko;0;0;0;
12;2024;2024_S12;BRAZZAVILLE;Mfilou;0;0;0;
12;2024;2024_S12;POOL;Mindouli;0;0;0;
12;2024;2024_S12;POINTE NOIRE;Mongo Poukou;0;0;0;
12;2024;2024_S12;CUVETTE;Mossaka-Loukoléla;1;0;0;
12;2024;2024_S12;NIARI;Mossendjo;0;0;0;
12;2024;2024_S12;BRAZZAVILLE;Moungali;0;0;0;
12;2024;2024_S12;BOUENZA;Mouyondzi;0;0;0;
12;2024;2024_S12;POINTE NOIRE;Mvou-Mvou;0;0;0;
12;2024;2024_S12;KOUILOU;Mvouti-Kakamoéka;0;0;0;
12;2024;2024_S12;PLATEAUX;Ngo-Mpouya;0;0;0;
12;2024;2024_S12;POINTE NOIRE;Ngoyo;0;0;0;
12;2024;2024_S12;BOUENZA;Nkayi;0;0;0;
12;2024;2024_S12;SANGHA;Ouesso;0;0;0;
12;2024;2024_S12;CUVETTE;Owando;0;0;0;
12;2024;2024_S12;CUVETTE;Oyo-Alima;3;0;0;
12;2024;2024_S12;BRAZZAVILLE;Poto-Poto;0;0;0;
12;2024;2024_S12;SANGHA;Sembé-Souanké;0;0;0;
12;2024;2024_S12;LEKOUMOU;Sibiti;0;0;0;
12;2024;2024_S12;BRAZZAVILLE;Talangai;0;0;0;
12;2024;2024_S12;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
12;2024;2024_S12;POINTE NOIRE;Tié-Tié;0;0;0;
12;2024;2024_S12;LEKOUMOU;Zanaga;0;0;0;
12;2024;2024_S12;BRAZZAVILLE;Ouenze;0;0;0;
13;2024;2024_S13;PLATEAUX;Abala-Allémbé;0;0;0;
13;2024;2024_S13;POOL;Boko-Louingui-Loumo;0;0;0;
13;2024;2024_S13;PLATEAUX;Djambala-Lékana-Mbon;0;0;0;
13;2024;2024_S13;BRAZZAVILLE;Djiri;0;0;0;
13;2024;2024_S13;NIARI;Dolisie;0;0;0;
13;2024;2024_S13;LIKOUALA;Enyellé-Bétou;0;0;0;
13;2024;2024_S13;CUVETTE OUEST;Etoumbi;0;0;0;
13;2024;2024_S13;CUVETTE OUEST;Ewo;0;0;0;
13;2024;2024_S13;PLATEAUX;Gamboma;0;0;0;
13;2024;2024_S13;POOL;Goma Tsé-Tsé;0;0;0;
13;2024;2024_S13;KOUILOU;Hinda-Loango;0;0;0;
13;2024;2024_S13;POOL;Ignié-Ngabé-Mayama;0;0;0;
13;2024;2024_S13;BRAZZAVILLE;Ile Mbamou;0;0;0;
13;2024;2024_S13;LIKOUALA;Impfondo;0;0;0;
13;2024;2024_S13;NIARI;Kibangou;0;0;0;
13;2024;2024_S13;NIARI;Kimongo;0;0;0;
13;2024;2024_S13;POOL;Kindamba;0;0;0;
13;2024;2024_S13;POOL;Kinkala;0;0;0;
13;2024;2024_S13;POOL;Kintélé;0;0;0;
13;2024;2024_S13;POINTE NOIRE;Loandjili;0;0;0;
13;2024;2024_S13;BOUENZA;Loudima;0;0;0;
13;2024;2024_S13;BOUENZA;Loutété;0;0;0;
13;2024;2024_S13;POINTE NOIRE;Lumumba;0;0;0;
13;2024;2024_S13;BRAZZAVILLE;Madibou;0;0;0;
13;2024;2024_S13;KOUILOU;Madingo kayes - Nzambi;0;0;0;
13;2024;2024_S13;BOUENZA;Madingou;0;0;0;
13;2024;2024_S13;BRAZZAVILLE;Makelekele;0;0;0;
13;2024;2024_S13;NIARI;Mayoko;0;0;0;
13;2024;2024_S13;BRAZZAVILLE;Mfilou;0;0;0;
13;2024;2024_S13;POOL;Mindouli;0;0;0;
13;2024;2024_S13;POINTE NOIRE;Mongo Poukou;0;0;0;
13;2024;2024_S13;CUVETTE;Mossaka-Loukoléla;0;0;0;
13;2024;2024_S13;NIARI;Mossendjo;0;0;0;
13;2024;2024_S13;BOUENZA;Mouyondzi;0;0;0;
13;2024;2024_S13;POINTE NOIRE;Mvou-Mvou;0;0;0;
13;2024;2024_S13;KOUILOU;Mvouti-Kakamoéka;0;0;0;
13;2024;2024_S13;PLATEAUX;Ngo-Mpouya;0;0;0;
13;2024;2024_S13;POINTE NOIRE;Ngoyo;0;0;0;
13;2024;2024_S13;BOUENZA;Nkayi;0;0;0;
13;2024;2024_S13;SANGHA;Ouesso;0;0;0;
13;2024;2024_S13;CUVETTE;Owando;0;0;0;
13;2024;2024_S13;CUVETTE;Oyo-Alima;0;0;0;
13;2024;2024_S13;BRAZZAVILLE;Poto-Poto;0;0;0;
13;2024;2024_S13;SANGHA;Sembé-Souanké;0;0;0;
13;2024;2024_S13;LEKOUMOU;Sibiti;0;0;0;
13;2024;2024_S13;BRAZZAVILLE;Talangai;0;0;0;
13;2024;2024_S13;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
13;2024;2024_S13;POINTE NOIRE;Tié-Tié;0;0;0;
13;2024;2024_S13;LEKOUMOU;Zanaga;0;0;0;
13;2024;2024_S13;BRAZZAVILLE;Ouenze;0;0;0;
14;2024;2024_S14;PLATEAUX;Abala-Allémbé;0;0;0;
14;2024;2024_S14;BRAZZAVILLE;Bacongo;0;0;0;
14;2024;2024_S14;POOL;Boko-Louingui-Loumo;0;0;0;
14;2024;2024_S14;PLATEAUX;Djambala-Lékana-Mbon;0;0;0;
14;2024;2024_S14;BRAZZAVILLE;Djiri;0;0;0;
14;2024;2024_S14;NIARI;Dolisie;0;0;0;
14;2024;2024_S14;LIKOUALA;Enyellé-Bétou;0;0;0;
14;2024;2024_S14;CUVETTE OUEST;Etoumbi;0;0;0;
14;2024;2024_S14;CUVETTE OUEST;Ewo;0;0;0;
14;2024;2024_S14;PLATEAUX;Gamboma;0;0;0;
14;2024;2024_S14;POOL;Goma Tsé-Tsé;0;0;0;
14;2024;2024_S14;KOUILOU;Hinda-Loango;0;0;0;
14;2024;2024_S14;POOL;Ignié-Ngabé-Mayama;0;0;0;
14;2024;2024_S14;BRAZZAVILLE;Ile Mbamou;0;0;0;
14;2024;2024_S14;LIKOUALA;Impfondo;0;0;0;
14;2024;2024_S14;NIARI;Kibangou;0;0;0;
14;2024;2024_S14;NIARI;Kimongo;0;0;0;
14;2024;2024_S14;POOL;Kindamba;0;0;0;
14;2024;2024_S14;POOL;Kinkala;0;0;0;
14;2024;2024_S14;POOL;Kintélé;0;0;0;
14;2024;2024_S14;POINTE NOIRE;Loandjili;0;0;0;
14;2024;2024_S14;BOUENZA;Loudima;0;0;0;
14;2024;2024_S14;BOUENZA;Loutété;0;0;0;
14;2024;2024_S14;POINTE NOIRE;Lumumba;0;0;0;
14;2024;2024_S14;BRAZZAVILLE;Madibou;0;0;0;
14;2024;2024_S14;KOUILOU;Madingo kayes - Nzambi;0;0;0;
14;2024;2024_S14;BOUENZA;Madingou;0;0;0;
14;2024;2024_S14;BRAZZAVILLE;Makelekele;0;0;0;
14;2024;2024_S14;NIARI;Mayoko;0;0;0;
14;2024;2024_S14;BRAZZAVILLE;Mfilou;0;0;0;
14;2024;2024_S14;POOL;Mindouli;0;0;0;
14;2024;2024_S14;POINTE NOIRE;Mongo Poukou;0;0;0;
14;2024;2024_S14;CUVETTE;Mossaka-Loukoléla;1;0;0;
14;2024;2024_S14;NIARI;Mossendjo;0;0;0;
14;2024;2024_S14;BRAZZAVILLE;Moungali;0;0;0;
14;2024;2024_S14;BOUENZA;Mouyondzi;0;0;0;
14;2024;2024_S14;POINTE NOIRE;Mvou-Mvou;0;0;0;
14;2024;2024_S14;KOUILOU;Mvouti-Kakamoéka;0;0;0;
14;2024;2024_S14;PLATEAUX;Ngo-Mpouya;0;0;0;
14;2024;2024_S14;POINTE NOIRE;Ngoyo;0;0;0;
14;2024;2024_S14;BOUENZA;Nkayi;0;0;0;
14;2024;2024_S14;SANGHA;Ouesso;0;0;0;
14;2024;2024_S14;CUVETTE;Owando;0;0;0;
14;2024;2024_S14;CUVETTE;Oyo-Alima;1;0;0;
14;2024;2024_S14;BRAZZAVILLE;Poto-Poto;0;0;0;
14;2024;2024_S14;SANGHA;Sembé-Souanké;0;0;0;
14;2024;2024_S14;LEKOUMOU;Sibiti;0;0;0;
14;2024;2024_S14;BRAZZAVILLE;Talangai;0;0;0;
14;2024;2024_S14;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
14;2024;2024_S14;POINTE NOIRE;Tié-Tié;0;0;0;
14;2024;2024_S14;LEKOUMOU;Zanaga;0;0;0;
14;2024;2024_S14;BRAZZAVILLE;Ouenze;0;0;0;
15;2024;2024_S15;PLATEAUX;Abala-Allémbé;0;0;0;
15;2024;2024_S15;BRAZZAVILLE;Bacongo;0;0;0;
15;2024;2024_S15;POOL;Boko-Louingui-Loumo;0;0;0;
15;2024;2024_S15;PLATEAUX;Djambala-Lékana-Mbon;0;0;0;
15;2024;2024_S15;BRAZZAVILLE;Djiri;0;0;0;
15;2024;2024_S15;NIARI;Dolisie;0;0;0;
15;2024;2024_S15;LIKOUALA;Enyellé-Bétou;0;0;0;
15;2024;2024_S15;CUVETTE OUEST;Etoumbi;0;0;0;
15;2024;2024_S15;CUVETTE OUEST;Ewo;0;0;0;
15;2024;2024_S15;PLATEAUX;Gamboma;0;0;0;
15;2024;2024_S15;POOL;Goma Tsé-Tsé;0;0;0;
15;2024;2024_S15;KOUILOU;Hinda-Loango;0;0;0;
15;2024;2024_S15;POOL;Ignié-Ngabé-Mayama;0;0;0;
15;2024;2024_S15;BRAZZAVILLE;Ile Mbamou;0;0;0;
15;2024;2024_S15;LIKOUALA;Impfondo;0;0;0;
15;2024;2024_S15;NIARI;Kibangou;0;0;0;
15;2024;2024_S15;NIARI;Kimongo;0;0;0;
15;2024;2024_S15;POOL;Kindamba;0;0;0;
15;2024;2024_S15;POOL;Kinkala;0;0;0;
15;2024;2024_S15;POOL;Kintélé;0;0;0;
15;2024;2024_S15;POINTE NOIRE;Loandjili;0;0;0;
15;2024;2024_S15;BOUENZA;Loudima;0;0;0;
15;2024;2024_S15;BOUENZA;Loutété;0;0;0;
15;2024;2024_S15;POINTE NOIRE;Lumumba;0;0;0;
15;2024;2024_S15;BRAZZAVILLE;Madibou;0;0;0;
15;2024;2024_S15;KOUILOU;Madingo kayes - Nzambi;0;0;0;
15;2024;2024_S15;BOUENZA;Madingou;0;0;0;
15;2024;2024_S15;BRAZZAVILLE;Makelekele;0;0;0;
15;2024;2024_S15;NIARI;Mayoko;0;0;0;
15;2024;2024_S15;BRAZZAVILLE;Mfilou;0;0;0;
15;2024;2024_S15;POOL;Mindouli;0;0;0;
15;2024;2024_S15;POINTE NOIRE;Mongo Poukou;0;0;0;
15;2024;2024_S15;CUVETTE;Mossaka-Loukoléla;0;0;0;
15;2024;2024_S15;NIARI;Mossendjo;0;0;0;
15;2024;2024_S15;BRAZZAVILLE;Moungali;0;0;0;
15;2024;2024_S15;BOUENZA;Mouyondzi;0;0;0;
15;2024;2024_S15;POINTE NOIRE;Mvou-Mvou;0;0;0;
15;2024;2024_S15;KOUILOU;Mvouti-Kakamoéka;0;0;0;
15;2024;2024_S15;PLATEAUX;Ngo-Mpouya;0;0;0;
15;2024;2024_S15;POINTE NOIRE;Ngoyo;0;0;0;
15;2024;2024_S15;BOUENZA;Nkayi;0;0;0;
15;2024;2024_S15;SANGHA;Ouesso;0;0;0;
15;2024;2024_S15;CUVETTE;Owando;0;0;0;
15;2024;2024_S15;CUVETTE;Oyo-Alima;0;0;0;
